doc_id,title,owner_dept,category_l1,permission_level,current_version_no,content_process_status,chunk_status,canonical_json_key
DOC_PRODUCTION_20260611201419_FC83BC,01 FL-QC-009-082红外检测系统验证作业指导书(启用).docx,production,sop,public,1,DONE,DONE,processing/canonical/DOC_PRODUCTION_20260611201419_FC83BC/v1/content.canonical.json
DOC_QUALITY_20260611201419_028220,FL-QC-015-008不合格产品流程管控.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_028220/v1/content.canonical.json
DOC_QUALITY_20260611201419_1A843D,FL-QC-015-004留样管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_1A843D/v1/content.canonical.json
DOC_QUALITY_20260611201419_521DE1,FL-QC-015-005返工返修操作规范.docx,quality,process,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_521DE1/v1/content.canonical.json
DOC_QUALITY_20260611201419_7FA6C7,FL-QC-015-007回料控制程序.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_7FA6C7/v1/content.canonical.json
DOC_QUALITY_20260611201419_80EDAB,FL-QC-015-009拆包操作规范.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_80EDAB/v1/content.canonical.json
DOC_QUALITY_20260611201419_9AFB9D,FL-QC-015-006设备模具返修验证规程.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_9AFB9D/v1/content.canonical.json
DOC_QUALITY_20260611201419_B4BBB4,FL-QC-015-010缺陷食品召回管理制度.doc.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_B4BBB4/v1/content.canonical.json
DOC_QUALITY_20260611201419_D2F967,FL-QC-015-011货物流向管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201419_D2F967/v1/content.canonical.json
DOC_QUALITY_20260611201420_04E23D,FL-QC-015-018-3百胜纸杯IQA系统数据管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_04E23D/v1/content.canonical.json
DOC_QUALITY_20260611201420_131DCA,FL-QC-015-016标签日期确认管理规范.docx,quality,standard,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_131DCA/v1/content.canonical.json
DOC_QUALITY_20260611201420_1709FA,FL-QC-015-012进口食品农产品验收管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_1709FA/v1/content.canonical.json
DOC_QUALITY_20260611201420_1F4DE3,FL-QC-015-023返工产品操作管理流程.docx,quality,process,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_1F4DE3/v1/content.canonical.json
DOC_QUALITY_20260611201420_21EB3F,FL-QC-015-020预防混装控制作业指导书.docx,quality,standard,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_21EB3F/v1/content.canonical.json
DOC_QUALITY_20260611201420_27A62D,FL-QC-015-021质量控制点管理制度.docx,quality,policy,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_27A62D/v1/content.canonical.json
DOC_QUALITY_20260611201420_4122FA,FL-QC-015-018-2百胜吸塑IQA系统数据管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_4122FA/v1/content.canonical.json
DOC_QUALITY_20260611201420_435278,FL-QC-015-013清洁消毒操作人员培训程序.docx,quality,reference,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_435278/v1/content.canonical.json
DOC_QUALITY_20260611201420_511D6C,FL-QC-015-018-1百胜注塑IQA系统数据管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_511D6C/v1/content.canonical.json
DOC_QUALITY_20260611201420_662EFB,FL-QC-015-019杯子测漏水操作规范.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_662EFB/v1/content.canonical.json
DOC_QUALITY_20260611201420_677EBF,FL-QC-015-018百胜IQA系统数据管理制度.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_677EBF/v1/content.canonical.json
DOC_QUALITY_20260611201420_89DD4C,FL-QC-015-015电子签名管理办法.docx,quality,policy,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_89DD4C/v1/content.canonical.json
DOC_QUALITY_20260611201420_CB2642,FL-QC-015-014纸杯侧漏操作规范.docx,quality,sop,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_CB2642/v1/content.canonical.json
DOC_QUALITY_20260611201420_FE1DBF,FL-QC-015-017一次性塑料饮水杯PP、HIPS片材过程检验规程.docx,quality,standard,public,1,DONE,DONE,processing/canonical/DOC_QUALITY_20260611201420_FE1DBF/v1/content.canonical.json
DOC_RD_20260611201420_0D954F,FL-QC-005-305比重计作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_0D954F/v1/content.canonical.json
DOC_RD_20260611201420_11CA55,FL-QC-005-307对色灯箱作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_11CA55/v1/content.canonical.json
DOC_RD_20260611201420_1D0513,FL-QC-005-306电子拉力试验机作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_1D0513/v1/content.canonical.json
DOC_RD_20260611201420_1DE1CE,FL-QC-005-315紫外灯耐气候试验箱作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_1DE1CE/v1/content.canonical.json
DOC_RD_20260611201420_20E63C,FL-QC-005-302WGT-S透光率雾度测定仪作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_20E63C/v1/content.canonical.json
DOC_RD_20260611201420_38D1B0,FL-QC-005-309低温试验箱作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_38D1B0/v1/content.canonical.json
DOC_RD_20260611201420_399B80,0323收费通知单 检测-台州富岭塑胶有限公司.pdf,rd,record,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_399B80/v1/content.canonical.json
DOC_RD_20260611201420_4D59E2,FL-QC-005-303XJJ系列简支梁冲击试验作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_4D59E2/v1/content.canonical.json
DOC_RD_20260611201420_61D861,优秀人才引进管理制度.pdf,rd,policy,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_61D861/v1/content.canonical.json
DOC_RD_20260611201420_6B37DC,人才进修培训制度.pdf,rd,policy,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_6B37DC/v1/content.canonical.json
DOC_RD_20260611201420_858258,250生化培养箱作业指导书.docx,rd,reference,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_858258/v1/content.canonical.json
DOC_RD_20260611201420_859B48,FL-QC-005-308分析天平指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_859B48/v1/content.canonical.json
DOC_RD_20260611201420_8FF018,企业研究开发的组织管理制度.pdf,rd,policy,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_8FF018/v1/content.canonical.json
DOC_RD_20260611201420_939868,FL-QC-005-314熔体流动速率作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_939868/v1/content.canonical.json
DOC_RD_20260611201420_94D82A,FL-QC-005-304XPN-203E偏光熔点测定仪作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_94D82A/v1/content.canonical.json
DOC_RD_20260611201420_A6262E,FL-QC-005-301JJANM-11缺口制样机作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_A6262E/v1/content.canonical.json
DOC_RD_20260611201420_A8AB45,FL-QC-005-316高低温试验箱作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_A8AB45/v1/content.canonical.json
DOC_RD_20260611201420_ABCE07,ALC-210.4型电子天平作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_ABCE07/v1/content.canonical.json
DOC_RD_20260611201420_B5513A,FL-QC-005-313热变形维卡软化点温度测定仪作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_B5513A/v1/content.canonical.json
DOC_RD_20260611201420_CB3E54,元素分析仪作业指导书.docx,rd,sop,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_CB3E54/v1/content.canonical.json
DOC_RD_20260611201420_E3CBBF,人才培养制度.pdf,rd,policy,public,1,DONE,DONE,processing/canonical/DOC_RD_20260611201420_E3CBBF/v1/content.canonical.json
DOC_SUPPLY_20260611201420_1E5BAD,2-0合同评审控制程序 (1).docx,supply,process,public,1,DONE,DONE,processing/canonical/DOC_SUPPLY_20260611201420_1E5BAD/v1/content.canonical.json
DOC_SUPPLY_20260611201420_236EDE,台州富岭领、付款审批制度2019.11.4 (1).pdf,supply,policy,public,1,DONE,DONE,processing/canonical/DOC_SUPPLY_20260611201420_236EDE/v1/content.canonical.json
DOC_SUPPLY_20260611201420_2D6B82,08采购合同 (1).docx,supply,template,public,1,DONE,DONE,processing/canonical/DOC_SUPPLY_20260611201420_2D6B82/v1/content.canonical.json
